College,Major,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022,2022-2023,2023-2024
San Mateo ,"Liberal Arts and Sciences, General-490100",7,6,5,4,3,1,8,2,1,3
San Mateo ,Marketing and Distribution-050900,8,6,8,5,9,3,4,4,2,1
San Mateo ,"Mathematics, General-170100",18,33,41,45,43,64,60,39,39,53
San Mateo ,Music-100400,5,10,9,6,17,7,7,9,5,9
San Mateo ,"Nutrition, Foods, and Culinary Arts-130600",0,0,0,3,3,4,6,3,4,7
San Mateo ,Office Technology/Office Computer Applications-051400,3,9,4,3,11,0,2,3,0,0
San Mateo ,Other Business and Management-059900,0,0,0,0,0,0,0,0,0,4
San Mateo ,Philosophy-150900,0,0,0,0,2,5,3,3,3,5
San Mateo ,Photography-101100,7,7,2,0,2,3,1,0,1,0
San Mateo ,Physical Education-083500,48,74,59,34,30,7,21,10,11,21
San Mateo ,"Physical Sciences, General-190100",0,0,2,0,0,1,1,0,0,0
San Mateo ,Physicians Assistant-120600,18,13,17,0,0,0,0,0,0,0
San Mateo ,"Physics, General-190200",9,24,21,21,18,28,27,14,23,27
San Mateo ,Police Academy-210550,2,0,10,2,32,0,0,0,9,6
San Mateo ,Political Science-220700,0,0,0,11,5,8,10,16,14,4
San Mateo ,"Psychology, General-200100",33,42,55,50,105,74,79,70,69,89
San Mateo ,Radio and Television-060400,1,0,38,17,15,1,2,3,1,0
San Mateo ,Real Estate-051100,2,82,47,27,20,28,21,10,11,28
San Mateo ,Registered Nursing-123010,45,44,42,47,48,48,50,46,51,43
San Mateo ,Retail Store Operations and Management-050650,34,37,23,19,15,16,18,21,7,9
San Mateo ,Sales and Salesmanship-050940,2,0,2,0,0,0,0,0,0,0
San Mateo ,Small Business and Entrepreneurship-050640,0,0,0,0,0,0,1,3,0,2
San Mateo ,"Social Sciences, General-220100",124,100,120,163,131,121,148,136,154,154
San Mateo ,Sociology-220800,23,19,28,16,27,15,23,26,15,21
San Mateo ,Spanish-110500,5,14,1,0,1,0,1,1,0,0
San Mateo ,Speech Communication-150600,89,113,112,86,84,71,60,63,54,52
San Mateo ,Television (including combined TV/Film/Video)-060420,0,0,10,13,9,17,17,18,18,21
San Mateo ,Transfer Studies-490110,520,489,533,408,436,91,22,247,95,211
Santa Ana ,Accounting-050200,563,164,95,86,198,125,104,140,126,138
Santa Ana ,Administration of Justice-210500,88,104,76,109,104,97,80,85,83,86
Santa Ana ,Administrative Medical Assisting-120820,0,0,0,0,0,0,0,63,75,0
Santa Ana ,American Studies-220120,22,12,18,29,22,20,11,8,6,0
Santa Ana ,Animation-061440,3,2,5,2,15,0,0,0,0,0
Santa Ana ,Anthropology-220200,2,1,0,9,5,4,6,9,2,4
Santa Ana ,Architectural Drafting-095310,14,1,3,3,3,1,2,0,0,0
Santa Ana ,Art-100200,13,14,15,30,25,32,28,30,34,24
Santa Ana ,Automotive Technology-094800,259,207,78,"1,291",119,182,57,52,76,159
Santa Ana ,Banking and Finance-050400,0,0,0,0,0,0,0,1,0,3
Santa Ana ,Biological and Physical Sciences (and Mathematics)-490200,157,213,198,258,249,232,197,199,11,10
Santa Ana ,"Biology, General-040100",13,10,14,16,20,11,10,12,17,15
Santa Ana ,Biomedical Instrumentation-093460,0,0,0,0,0,0,0,0,1,0
Santa Ana ,Biotechnology and Biomedical Technology-043000,0,3,13,13,11,10,5,13,20,55
Santa Ana ,Broadcast Journalism-060430,4,1,1,2,0,1,0,0,0,0
Santa Ana ,Business Administration-050500,165,228,211,216,217,220,198,187,174,158
Santa Ana ,Business Management-050600,15,26,37,81,64,71,40,39,62,63
Santa Ana ,Ceramics-100230,0,0,0,0,0,1,0,0,0,0
Santa Ana ,Certified Nurse Assistant-123030,0,0,0,0,0,0,62,29,1,40
Santa Ana ,"Chemistry, General-190500",16,22,25,26,29,21,16,14,10,18
Santa Ana ,Child Development Administration and Management-130580,0,0,0,0,0,0,0,0,3,5
Santa Ana ,Child Development/Early Care and Education-130500,29,23,32,37,30,62,59,57,189,194
Santa Ana ,Citizenship / ESL Civics-493090,0,1,20,32,7,0,0,0,0,0
Santa Ana ,Civil and Construction Management Technology-095700,0,0,0,0,0,0,0,2,1,4
Santa Ana ,Civil Drafting-095320,0,0,0,0,0,0,0,3,11,12
Santa Ana ,Commercial Art-101300,0,0,0,2,4,1,3,1,1,0
Santa Ana ,Commercial Music-100500,0,4,2,5,7,4,7,7,6,4
Santa Ana ,Computer Graphics and Digital Imagery-061460,6,17,7,3,0,11,3,2,4,8
Santa Ana ,Computer Information Systems-070200,35,5,18,6,4,2,16,18,8,23
Santa Ana ,Computer Infrastructure and Support-070800,0,0,0,0,0,0,27,14,20,18
Santa Ana ,Computer Networking-070810,0,0,0,7,14,12,23,45,47,88
Santa Ana ,Computer Programming-070710,0,0,0,1,13,1,0,0,0,5
Santa Ana ,Computer Science (Transfer)-070600,10,14,10,7,12,15,21,28,28,41
Santa Ana ,Computer Support-070820,0,0,0,10,9,0,0,0,0,3
Santa Ana ,Construction Crafts Technology-095200,0,12,17,12,72,85,85,31,14,47
Santa Ana ,Corrections-210510,0,0,0,7,5,0,7,15,26,16
Santa Ana ,Culinary Arts-130630,0,0,0,0,0,0,1,5,21,23
Santa Ana ,Dance-100800,3,0,6,1,1,3,2,2,1,3
Santa Ana ,Database Design and Administration-070720,0,0,0,4,1,8,2,2,5,16
Santa Ana ,Desktop Publishing-061450,1,6,4,6,7,0,9,23,27,11
Santa Ana ,Diesel Technology-094700,33,9,68,10,10,4,10,0,14,22
Santa Ana ,Digital Media-061400,0,0,0,0,0,1,6,34,71,51
Santa Ana ,Drafting Technology-095300,30,8,20,23,15,27,30,16,46,73
Santa Ana ,Dramatic Arts-100700,2,2,5,4,12,10,7,9,6,52
Santa Ana ,Earth Science-193000,1,0,0,0,0,0,0,0,0,0
Santa Ana ,Economics-220400,7,8,9,18,10,15,11,10,13,19
Santa Ana ,"Educational Aide (Teacher Assistant), Bilingual-080210",0,0,0,0,0,0,3,7,1,0
Santa Ana ,Educational Aide (Teacher Assistant)-080200,6,4,3,2,30,11,80,60,42,47
Santa Ana ,Electro-Mechanical Technology-093500,0,0,0,0,1,8,0,4,8,11
Santa Ana ,Electronics and Electric Technology-093400,9,8,14,3,5,8,0,0,0,0
Santa Ana ,Elementary Education (Grades 1-8)-493060,0,0,99,0,55,210,22,20,42,12
Santa Ana ,"Engineering Technology, General (requires Trigonometry)-092400",2,2,5,1,1,3,5,0,0,0
Santa Ana ,"Engineering, General (requires Calculus) (Transfer)-090100",7,6,10,32,68,30,27,23,360,149
Santa Ana ,English as a Second Language - Integrated-493087,"1,088","1,207","2,188","1,586","1,127","1,564",957,830,"1,181","1,438"
Santa Ana ,English as a Second Language - Listening and Speaking-493086,0,0,0,0,125,94,45,50,0,0
Santa Ana ,English as a Second Language - Writing-493084,0,0,0,0,0,0,0,1,7,3
Santa Ana ,English-150100,7,8,16,21,17,14,19,19,9,11
Santa Ana ,Environmental Control Technology-094600,0,0,0,0,0,0,0,0,0,2
Santa Ana ,Ethnic Studies-220300,1,0,1,0,2,1,1,1,1,1
Santa Ana ,"Family and Consumer Sciences, General-130100",2,0,0,0,0,0,0,0,0,0
Santa Ana ,Fashion Design-130310,7,1,8,9,15,7,2,6,12,8
Santa Ana ,Fashion Merchandising-130320,16,8,10,2,0,4,4,7,3,0
Santa Ana ,Fashion Production-130330,7,0,5,3,4,0,3,4,1,0
Santa Ana ,Fashion-130300,0,0,0,4,11,11,6,13,6,33
Santa Ana ,"Fine Arts, General-100100",0,2,2,0,2,7,1,7,6,4
Santa Ana ,Fire Technology-213300,686,148,179,"5,810",524,509,421,378,360,420
Santa Ana ,Fitness Trainer-083520,2,2,4,0,2,2,1,1,2,3
Santa Ana ,"Foreign Languages, General-110100",1,0,4,3,0,0,1,0,4,1
Santa Ana ,Geography-220600,2,2,1,1,1,2,6,1,2,1
Santa Ana ,Geology-191400,0,0,0,0,2,0,0,0,2,0
Santa Ana ,Graphic Art and Design-103000,2,1,0,1,4,3,3,0,0,0
Santa Ana ,"Health Occupations, General-120100",0,0,0,0,0,0,0,0,3,2
Santa Ana ,"Health Professions, Transfer Core Curriculum-126000",4,14,10,19,42,59,56,79,88,82
Santa Ana ,Heavy Equipment Maintenance-094720,36,5,42,20,15,14,17,16,17,8
Santa Ana ,History-220500,16,21,16,34,27,24,28,20,21,21
Santa Ana ,Hospitality-130700,0,0,0,0,0,0,0,0,5,6
Santa Ana ,Human Services-210400,40,37,52,55,53,67,89,50,39,28
Santa Ana ,Humanities-490300,574,656,701,816,762,875,680,628,536,0
Santa Ana ,Infants and Toddlers-130590,9,2,19,468,356,142,142,149,7,14
Santa Ana ,"Information Technology, General-070100",0,0,0,0,0,0,3,9,25,0
Santa Ana ,International Business and Trade-050800,60,21,40,668,89,112,31,30,44,26
Santa Ana ,Jewelry-100910,2,1,0,0,1,4,0,0,0,1
Santa Ana ,Journalism-060200,0,7,7,3,3,5,8,3,6,7
Santa Ana ,Kinesiology-127000,7,14,10,13,15,26,12,21,26,23
Santa Ana ,"Law, General-140100",0,0,1,5,17,21,18,15,18,32
Santa Ana ,Legal and Community Interpretation-214000,0,0,0,1,1,3,10,6,28,57
Santa Ana ,Legal Office Technology-051410,0,0,0,0,0,1,3,1,0,0
Santa Ana ,"Liberal Arts and Sciences, General-490100",166,169,212,257,236,240,206,171,297,919
Santa Ana ,Liberal Studies-490120,11,24,24,35,41,0,0,3,0,1
Santa Ana ,Library Technician (Aide)-160200,26,14,16,14,24,17,12,19,20,18
Santa Ana ,Machining and Machine Tools-095630,138,51,64,78,134,102,76,81,45,28
Santa Ana ,Management Development and Supervision-050630,0,0,0,13,4,11,9,9,2,0
Santa Ana ,Manufacturing and Industrial Technology-095600,6,4,0,1,0,3,2,4,0,0
Santa Ana ,Marketing and Distribution-050900,3,1,1,0,3,0,2,1,1,5
Santa Ana ,"Mathematics, General-170100",27,30,34,47,48,42,23,38,23,38
Santa Ana ,Mechanical Drafting-095340,0,0,0,0,0,0,0,8,13,11
Santa Ana ,"Media and Communications, General-060100",0,0,0,0,0,1,0,0,17,2
Santa Ana ,Medical Assisting-120800,230,263,154,131,142,174,213,139,152,229
Santa Ana ,Music-100400,7,9,8,4,3,4,3,1,6,3
Santa Ana ,"Nutrition, Foods, and Culinary Arts-130600",2,3,0,3,3,3,1,2,1,4
Santa Ana ,Occupational Therapy Technology-121800,50,53,52,52,73,47,56,76,71,54
Santa Ana ,Office Management-051440,0,0,0,0,0,0,0,1,2,7
Santa Ana ,Office Technology/Office Computer Applications-051400,49,79,67,153,138,223,246,130,133,204
Santa Ana ,Other Business and Management-059900,0,0,0,1,19,5,2,1,0,0
Santa Ana ,Other Information Technology-079900,0,0,0,0,0,0,0,0,5,10
Santa Ana ,Other Interdisciplinary Studies-499900,17,28,30,41,28,28,25,15,0,0
Santa Ana ,Paralegal-140200,44,46,48,39,62,72,86,73,66,104
Santa Ana ,Pharmacy Technology-122100,22,62,38,51,52,61,22,31,25,43
Santa Ana ,Philosophy-150900,2,6,4,2,1,7,4,0,6,4
Santa Ana ,Photography-101100,2,6,4,2,9,2,2,3,9,13
Santa Ana ,Physical Education-083500,1,2,1,3,3,5,8,1,4,8
Santa Ana ,"Physics, General-190200",15,21,26,36,38,21,12,16,6,16
Santa Ana ,Police Academy-210550,0,0,0,0,0,0,0,356,453,747
Santa Ana ,Political Science-220700,12,10,20,19,22,12,15,18,19,25
Santa Ana ,Preshool Age Children-130540,27,50,52,50,45,52,53,64,47,55
Santa Ana ,"Psychology, General-200100",92,115,107,119,158,155,153,138,119,165
Santa Ana ,Radio and Television-060400,0,0,0,0,5,0,0,0,0,0
Santa Ana ,Registered Nursing-123010,89,91,99,93,91,98,84,81,95,86
Santa Ana ,Retail Store Operations and Management-050650,8,3,2,1,2,0,0,0,3,12
Santa Ana ,Sales and Salesmanship-050940,0,0,0,1,0,0,0,0,0,0
Santa Ana ,Secondary Education (Grades 9-12) and G.E.D.-493062,121,134,96,136,53,253,123,230,275,246
Santa Ana ,Sign Language-085000,4,10,8,8,21,15,14,10,14,6
Santa Ana ,Small Business and Entrepreneurship-050640,13,1,4,4,7,5,6,1,3,10
Santa Ana ,"Social Sciences, General-220100",0,2,0,1,0,0,0,0,0,0
Santa Ana ,Sociology-220800,41,43,56,70,55,67,56,37,40,48
Santa Ana ,Spanish-110500,5,5,8,7,14,22,9,6,8,9
Santa Ana ,Special Education-080900,0,0,0,0,27,16,31,23,27,21
Santa Ana ,Speech Communication-150600,24,37,35,35,28,43,45,217,100,107
Santa Ana ,Speech/Language Pathology and Audiology-122000,24,28,22,21,22,25,21,45,19,29
Santa Ana ,Technical Theater-100600,0,1,1,3,1,3,6,2,0,0
Santa Ana ,Television (including combined TV/Film/Video)-060420,17,7,5,11,14,17,6,13,17,15
Santa Ana ,The School Age Child-130550,0,0,0,0,0,0,0,3,1,1
Santa Ana ,Transfer Studies-490110,"1,005","1,141","1,146","1,193","1,182","1,301","1,194","1,095","1,007","1,045"
Santa Ana ,Truck and Bus Driving-094750,0,0,0,0,0,0,0,0,0,14
Santa Ana ,Unknown-999999,0,0,0,30,6,0,16,19,17,0
Santa Ana ,Vocational ESL-493100,0,0,0,1,0,0,0,0,0,0
Santa Ana ,Website Design and Development-061430,0,0,1,1,0,2,1,0,0,0
Santa Ana ,Welding Technology-095650,11,33,16,24,60,28,96,30,69,50
Santa Barbara ,Accounting-050200,8,11,15,13,6,15,11,29,33,72
Santa Barbara ,Administration of Justice-210500,42,63,65,66,76,78,109,74,68,66
Santa Barbara ,Administrative Medical Assisting-120820,0,0,0,22,17,20,15,18,24,0
Santa Barbara ,Alcohol and Controlled Substances-210440,10,12,16,25,21,6,12,11,13,6
Santa Barbara ,Animation-061440,6,7,9,16,6,23,12,9,5,11
Santa Barbara ,Anthropology-220200,2,14,9,16,20,36,22,25,15,4
Santa Barbara ,Applied Photography-101200,5,5,5,6,10,8,6,8,3,0
Santa Barbara ,Art-100200,6,22,16,29,28,20,26,18,10,22
Santa Barbara ,Astronomy-191100,0,0,2,2,0,1,3,0,0,2
Santa Barbara ,Automotive Technology-094800,16,26,17,19,30,15,12,7,20,14
Santa Barbara ,Banking and Finance-050400,4,8,5,2,2,5,5,6,7,1
Santa Barbara ,Biological and Physical Sciences (and Mathematics)-490200,468,468,444,415,513,531,548,406,362,340
Santa Barbara ,"Biology, General-040100",24,14,16,31,57,56,87,54,60,102
Santa Barbara ,Bookkeeping-050220,0,0,0,0,0,0,0,18,15,0
Santa Barbara ,Business Administration-050500,74,95,95,92,124,101,115,116,145,160
Santa Barbara ,Business Management-050600,16,7,8,8,6,1,5,11,0,1
Santa Barbara ,"Chemistry, General-190500",20,26,23,17,19,23,28,22,22,25
Santa Barbara ,Child and Adolescent Development-130510,0,0,0,0,0,0,0,0,4,11
Santa Barbara ,Child Development/Early Care and Education-130500,99,75,90,102,43,53,69,41,88,78
Santa Barbara ,Commercial Music-100500,1,2,1,1,1,0,0,0,0,0
Santa Barbara ,Communications-060000,0,0,0,0,2,0,0,0,0,0
Santa Barbara ,Computer Graphics and Digital Imagery-061460,9,19,6,9,9,14,10,11,1,0
Santa Barbara ,Computer Information Systems-070200,4,2,10,5,6,2,5,5,3,3
Santa Barbara ,Computer Infrastructure and Support-070800,2,0,3,4,3,2,6,3,0,5
Santa Barbara ,Computer Networking-070810,14,13,26,17,13,10,10,6,2,9
Santa Barbara ,Computer Science (Transfer)-070600,12,9,12,16,17,33,19,29,30,38
Santa Barbara ,Computer Software Development-070700,0,0,0,0,1,1,0,0,0,2
Santa Barbara ,Computer Support-070820,0,3,0,0,0,0,0,0,0,0
Santa Barbara ,Construction Crafts Technology-095200,3,7,9,10,28,12,27,6,10,13
Santa Barbara ,Cosmetology and Barbering-300700,57,39,46,48,63,54,35,24,6,41
Santa Barbara ,Creative Writing-150700,8,2,4,0,1,0,1,1,3,2
Santa Barbara ,Culinary Arts-130630,25,27,15,8,16,10,11,23,10,12
Santa Barbara ,Dance-100800,0,0,0,0,0,0,0,2,0,1
Santa Barbara ,Diagnostic Medical Sonography-122700,0,18,0,11,0,15,0,0,0,0
Santa Barbara ,Diving and Underwater Safety-095910,18,34,34,12,24,6,4,16,6,0
Santa Barbara ,Drafting Technology-095300,9,7,16,5,10,12,3,3,5,3
Santa Barbara ,Dramatic Arts-100700,3,15,7,12,10,13,8,4,18,15
Santa Barbara ,Economics-220400,72,98,152,122,163,159,205,146,179,215
Santa Barbara ,"Engineering, General (requires Calculus) (Transfer)-090100",25,31,33,25,32,42,31,16,16,29
Santa Barbara ,English as a Second Language - Integrated-493087,0,0,0,0,0,0,0,0,0,59
Santa Barbara ,English-150100,8,9,10,16,13,20,8,17,16,16
Santa Barbara ,Environmental Studies-030200,0,2,1,2,2,4,0,3,1,1
Santa Barbara ,Ethnic Studies-220300,2,1,1,7,4,12,7,4,5,8
Santa Barbara ,Film History and Criticism-061210,3,5,7,1,4,1,2,10,1,2
Santa Barbara ,Film Production-061220,15,18,13,15,20,26,11,8,7,17
Santa Barbara ,Film Studies-061200,0,0,0,0,5,0,0,0,0,1
Santa Barbara ,"Fine Arts, General-100100",0,0,0,0,0,0,6,0,2,0
Santa Barbara ,French-110200,3,1,2,0,2,0,0,0,0,0
Santa Barbara ,General Work Experience-493200,0,0,0,4,7,26,50,25,5,0
Santa Barbara ,Geography-220600,2,10,9,4,13,13,9,11,10,11
Santa Barbara ,Geology-191400,4,1,2,1,4,1,3,3,1,1
Santa Barbara ,Global Studies-221020,0,0,0,0,0,0,5,0,6,5
Santa Barbara ,Graphic Art and Design-103000,8,8,16,9,6,12,16,7,10,20
Santa Barbara ,Health Information Coding-122310,39,56,56,44,56,36,31,40,41,33
Santa Barbara ,Health Information Technology-122300,68,73,73,74,81,76,97,83,68,70
Santa Barbara ,"Health Occupations, General-120100",0,17,24,39,31,31,45,27,23,20
Santa Barbara ,"Health Professions, Transfer Core Curriculum-126000",0,0,0,0,0,0,0,0,0,4
Santa Barbara ,History-220500,11,16,12,24,14,18,32,29,17,19
Santa Barbara ,Horticulture-010900,2,5,6,2,8,6,4,3,3,3
Santa Barbara ,Hospitality-130700,4,7,5,7,6,4,2,1,2,1
Santa Barbara ,Humanities and Fine Arts-490310,248,314,346,395,503,465,498,339,317,328
Santa Barbara ,Humanities and Social Sciences-490330,29,40,25,20,32,42,4,0,0,0
Santa Barbara ,Infants and Toddlers-130590,9,8,2,8,6,4,6,4,4,5
Santa Barbara ,Interior Design and Merchandising-130200,13,10,11,9,12,10,13,13,13,11
Santa Barbara ,International Business and Trade-050800,13,17,13,5,10,11,14,10,2,0
Santa Barbara ,International Studies-221000,7,21,16,17,16,30,10,7,2,7
Santa Barbara ,Interpersonal Skills-493011,0,0,1,15,14,14,14,24,3,20
Santa Barbara ,Journalism-060200,5,11,11,8,1,7,10,7,5,7
Santa Barbara ,Kinesiology-127000,27,36,32,30,22,37,23,28,18,23
Santa Barbara ,Landscape Design and Maintenance-010910,4,42,45,45,60,32,71,71,44,76
Santa Barbara ,Leadership Skills Development-493072,0,31,43,48,55,186,172,160,130,38
Santa Barbara ,"Liberal Arts and Sciences, General-490100",436,414,466,421,552,570,594,428,473,476
Santa Barbara ,Liberal Studies-490120,10,11,4,11,9,10,12,62,4,0
Santa Barbara ,Licensed Vocational Nursing-123020,1,47,48,1,42,50,3,46,51,2
Santa Barbara ,Management Development and Supervision-050630,0,0,0,0,0,0,0,0,0,7
Santa Barbara ,Marketing and Distribution-050900,42,60,38,43,66,41,35,21,20,35
Santa Barbara ,"Mathematics, General-170100",27,48,55,54,84,95,96,60,49,94
Santa Barbara ,Mechanical Drafting-095340,0,0,0,2,17,0,0,0,0,0
Santa Barbara ,Medical Assisting-120800,0,0,0,0,0,0,0,0,0,21
Santa Barbara ,Multimedia-061410,12,22,11,13,6,15,17,6,7,6
Santa Barbara ,Music-100400,4,5,7,5,4,3,8,4,0,1
Santa Barbara ,Natural History-040800,1,0,0,3,2,0,2,1,2,0
Santa Barbara ,Nursery Technology-010930,2,2,2,2,4,3,1,0,0,4
Santa Barbara ,"Nutrition, Foods, and Culinary Arts-130600",0,0,0,0,0,0,0,4,0,1
Santa Barbara ,Office Management-051440,0,0,14,27,26,16,64,11,16,0
Santa Barbara ,Office Technology/Office Computer Applications-051400,5,9,12,7,5,3,6,0,1,71
Santa Barbara ,Other Health Occupations-129900,0,46,36,0,0,0,0,0,0,0
Santa Barbara ,Other Information Technology-079900,0,3,0,2,1,0,0,0,2,0
Santa Barbara ,Painting and Drawing-100210,0,0,0,0,0,0,0,0,1,0
Santa Barbara ,Philosophy-150900,6,16,11,15,19,15,16,14,11,16
Santa Barbara ,Photography-101100,0,0,0,0,0,0,47,17,13,6
Santa Barbara ,Physical Education-083500,2,6,2,3,2,2,2,0,0,3
Santa Barbara ,"Physics, General-190200",18,33,29,33,39,50,45,18,24,33
Santa Barbara ,Political Science-220700,34,35,40,42,48,56,50,26,41,48
Santa Barbara ,"Psychology, General-200100",101,87,105,96,105,120,141,136,106,122
Santa Barbara ,Radiologic Technology-122500,27,30,28,24,28,25,22,17,16,27
Santa Barbara ,Real Estate-051100,0,2,3,5,4,14,8,5,10,16
Santa Barbara ,Registered Nursing-123010,57,49,71,68,61,69,69,77,68,38
Santa Barbara ,Secondary Education (Grades 9-12) and G.E.D.-493062,0,23,21,27,18,12,12,8,7,0
Santa Barbara ,Sign Language-085000,0,3,4,4,18,10,8,5,1,1
Santa Barbara ,Small Business and Entrepreneurship-050640,2,4,10,9,6,3,3,0,4,3
Santa Barbara ,Sociology-220800,41,52,44,54,95,94,122,76,78,75
Santa Barbara ,Software Applications-070210,0,1,16,12,12,12,24,0,2,3
Santa Barbara ,Spanish-110500,5,8,11,10,26,14,19,11,3,10
Santa Barbara ,Speech Communication-150600,119,149,118,141,157,178,170,152,183,216
Santa Barbara ,Technical Theater-100600,3,4,4,5,3,2,2,1,1,0
Santa Barbara ,Television (including combined TV/Film/Video)-060420,0,0,0,0,0,3,10,9,10,13
Santa Barbara ,The School Age Child-130550,0,1,0,0,0,0,0,0,0,0
Santa Barbara ,Transfer Studies-490110,590,"1,125","1,084","1,072","1,212","1,200","1,222",955,893,"1,012"
Santa Barbara ,Unknown-999999,0,28,27,0,0,0,10,12,6,43
Santa Barbara ,Vocational ESL-493100,0,27,12,28,24,29,18,13,14,5
Santa Barbara ,Water and Wastewater Technology-095800,1,0,0,8,4,0,0,0,0,0
Santa Barbara ,Word Processing-051470,0,12,29,54,102,114,129,55,31,0
Santa Monica ,Accounting-050200,52,83,52,169,78,217,195,231,187,244
Santa Monica ,Administration of Justice-210500,0,0,0,0,14,22,46,49,44,60
Santa Monica ,Administrative Medical Assisting-120820,5,8,6,6,5,13,4,9,17,14
Santa Monica ,Advertising-050910,1,7,8,9,8,15,17,24,25,43
Santa Monica ,Animation-061440,15,13,12,17,9,19,69,103,37,107
Santa Monica ,Anthropology-220200,0,0,2,19,21,33,17,20,27,24
Santa Monica ,Applied Photography-101200,18,28,21,25,23,37,33,31,21,129
Santa Monica ,Archaeology-220220,0,0,0,0,0,0,20,5,0,4
Santa Monica ,Architecture and Architectural Technology-020100,0,0,0,0,0,0,0,0,4,22
Santa Monica ,Art-100200,15,42,43,57,53,72,56,69,88,152
Santa Monica ,Automotive Technology-094800,0,0,0,0,2,0,0,0,0,0
Santa Monica ,Biological and Physical Sciences (and Mathematics)-490200,331,339,324,375,404,407,407,382,383,374
Santa Monica ,Business Administration-050500,245,393,306,335,297,334,337,370,301,381
Santa Monica ,"Business and Commerce, General-050100",0,0,0,0,1,5,12,14,15,13
Santa Monica ,Business Management-050600,18,19,10,18,23,0,0,0,0,1
Santa Monica ,Career Guidance and Orientation-493010,0,0,0,0,2,0,0,0,0,5
Santa Monica ,Child and Adolescent Development-130510,0,0,0,0,0,4,24,29,25,16
Santa Monica ,Child Development/Early Care and Education-130500,73,84,176,179,174,554,425,426,246,305
Santa Monica ,Children with Special Needs-130520,8,8,7,7,11,8,15,8,13,13
Santa Monica ,Coaching-083560,1,2,3,7,14,9,12,11,10,9
Santa Monica ,Computer Information Systems-070200,0,0,0,0,0,0,0,0,2,6
Santa Monica ,Computer Networking-070810,0,0,0,0,0,0,0,0,1,0
Santa Monica ,Computer Programming-070710,24,29,25,42,44,46,65,71,55,77
