College,Major,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022,2022-2023,2023-2024
Citrus ,Civil and Construction Management Technology-095700,0,0,0,0,0,0,6,5,9,2
Citrus ,Coaching-083560,0,0,0,3,8,0,0,0,0,0
Citrus ,Commercial Dance-100810,0,1,2,1,1,3,0,1,1,0
Citrus ,Commercial Music-100500,69,71,40,58,58,51,51,26,36,36
Citrus ,Computer Graphics and Digital Imagery-061460,9,13,7,23,13,12,26,7,11,4
Citrus ,Computer Information Systems-070200,0,0,5,7,5,8,4,6,2,5
Citrus ,Computer Infrastructure and Support-070800,6,9,0,0,0,0,0,0,0,0
Citrus ,Computer Programming-070710,0,0,0,0,0,1,3,9,7,9
Citrus ,Computer Science (Transfer)-070600,0,0,0,0,0,15,27,44,57,49
Citrus ,Computer Support-070820,0,0,0,0,0,1,1,4,0,0
Citrus ,Corrections-210510,0,0,3,17,5,18,14,14,3,14
Citrus ,Cosmetology and Barbering-300700,170,146,154,177,177,143,137,146,186,208
Citrus ,Customer Service-051800,0,0,0,0,0,0,0,3,1,0
Citrus ,Dance-100800,1,2,5,2,4,8,3,2,5,1
Citrus ,Database Design and Administration-070720,0,0,0,0,1,1,0,1,0,1
Citrus ,Dental Assistant-124010,32,22,26,36,24,4,50,34,35,12
Citrus ,Diesel Technology-094700,8,3,1,12,24,9,43,30,51,31
Citrus ,Drafting Technology-095300,9,7,2,6,13,15,12,15,5,12
Citrus ,Dramatic Arts-100700,19,11,22,24,25,36,51,29,35,47
Citrus ,Economics-220400,0,0,0,0,1,11,18,10,11,17
Citrus ,Emergency Medical Services-125000,0,0,36,59,55,0,0,0,0,0
Citrus ,"Engineering, General (requires Calculus) (Transfer)-090100",0,2,2,3,6,7,13,12,9,10
Citrus ,English as a Second Language - Integrated-493087,4,11,6,29,14,8,0,3,0,13
Citrus ,English as a Second Language - Listening and Speaking-493086,0,0,0,0,0,0,0,0,0,1
Citrus ,English-150100,24,27,28,48,42,42,33,27,36,30
Citrus ,Environmental Control Technology-094600,2,8,14,11,11,4,2,0,0,0
Citrus ,Environmental Science-030100,0,0,0,0,0,0,0,0,0,3
Citrus ,Film Studies-061200,0,0,0,0,0,0,0,0,2,5
Citrus ,"Fine Arts, General-100100",85,70,85,73,65,65,54,44,51,36
Citrus ,Forestry-011400,28,18,23,15,18,32,48,45,38,38
Citrus ,Geology-191400,0,0,0,0,0,0,0,0,1,1
Citrus ,Global Studies-221020,0,0,0,0,13,18,24,2,0,4
Citrus ,"Health Occupations, General-120100",0,0,0,0,0,0,5,6,1,1
Citrus ,"Health Professions, Transfer Core Curriculum-126000",0,56,57,125,126,144,204,206,140,130
Citrus ,History-220500,19,24,25,29,36,47,41,37,27,19
Citrus ,Humanities and Fine Arts-490310,48,54,66,56,43,22,16,12,3,8
Citrus ,Industrial and Transportation Security-210530,3,3,2,8,6,6,12,4,2,0
Citrus ,"Information Technology, General-070100",0,0,0,0,0,0,0,0,0,1
Citrus ,Journalism-060200,3,4,8,16,12,10,3,6,5,3
Citrus ,Kinesiology-127000,10,29,32,36,38,91,82,76,80,69
Citrus ,Labor and Industrial Relations-051600,0,0,0,0,0,0,0,0,0,3
Citrus ,Language Arts-150200,132,132,128,133,94,85,70,23,10,4
Citrus ,"Law, General-140100",0,0,0,0,0,0,0,0,0,1
Citrus ,"Liberal Arts and Sciences, General-490100",285,451,412,352,150,48,3,0,0,0
Citrus ,Liberal Studies-490120,2,3,4,6,1,6,16,15,6,10
Citrus ,Licensed Vocational Nursing-123020,51,57,68,113,112,46,77,50,64,66
Citrus ,Management Development and Supervision-050630,0,0,0,0,0,0,0,0,0,1
Citrus ,Marketing and Distribution-050900,0,0,0,0,0,0,0,0,0,3
Citrus ,"Mathematics, General-170100",10,19,34,42,47,56,44,30,27,34
Citrus ,Music-100400,14,11,18,17,18,25,28,11,29,24
Citrus ,"Nutrition, Foods, and Culinary Arts-130600",0,0,0,0,0,0,4,6,2,3
Citrus ,Office Technology/Office Computer Applications-051400,1,4,19,16,23,3,0,3,2,3
Citrus ,Other Commercial Services-309900,0,0,0,0,0,0,0,0,8,13
Citrus ,Other Education-089900,0,0,0,0,0,0,0,0,0,2
Citrus ,Other Interdisciplinary Studies-499900,0,42,69,314,327,521,546,549,621,579
Citrus ,Philosophy-150900,0,0,0,0,7,4,9,5,6,0
Citrus ,Photography-101100,0,0,0,12,9,32,29,17,19,17
Citrus ,Physical Education-083500,22,32,38,46,50,0,0,0,0,0
Citrus ,"Physical Sciences, General-190100",0,0,0,6,5,7,7,4,6,3
Citrus ,"Physics, General-190200",2,13,14,20,17,17,13,13,9,10
Citrus ,Political Science-220700,11,13,11,21,0,0,0,22,11,13
Citrus ,"Psychology, General-200100",92,128,130,187,152,209,255,217,159,146
Citrus ,Public Works-210210,15,19,26,9,27,22,7,13,32,30
Citrus ,Real Estate-051100,0,0,13,13,17,4,17,61,71,78
Citrus ,Registered Nursing-123010,31,29,28,28,30,38,31,29,29,28
Citrus ,Small Business and Entrepreneurship-050640,0,0,0,1,2,0,0,1,0,0
Citrus ,Social Justice Studies-220130,0,0,0,0,0,0,2,4,15,23
Citrus ,"Social Sciences, General-220100",457,529,521,586,450,240,159,92,59,48
Citrus ,Sociology-220800,63,81,107,152,129,171,186,161,118,117
Citrus ,Spanish-110500,0,0,4,9,5,8,12,3,5,2
Citrus ,Speech Communication-150600,30,46,56,79,60,61,53,40,49,34
Citrus ,Tax Studies-050210,0,0,0,0,0,0,0,0,0,3
Citrus ,Technical Communication-060700,0,0,0,0,0,0,0,0,18,22
Citrus ,Technical Theater-100600,4,3,4,9,5,8,7,5,2,2
Citrus ,Television (including combined TV/Film/Video)-060420,0,0,0,0,0,0,0,0,0,5
Citrus ,Transfer Studies-490110,687,880,977,"1,187","1,088","1,177","1,265","1,104",867,726
Citrus ,Water and Wastewater Technology-095800,27,39,22,23,37,32,53,37,46,39
Citrus ,Website Design and Development-061430,0,0,0,0,0,0,0,1,0,0
Clovis ,Accounting-050200,0,0,0,0,0,0,1,9,8,7
Clovis ,Administration of Justice-210500,0,32,24,34,32,46,43,46,51,53
Clovis ,Anthropology-220200,0,0,0,0,1,3,8,8,5,10
Clovis ,Art-100200,0,11,25,22,26,29,16,36,34,34
Clovis ,Biological and Physical Sciences (and Mathematics)-490200,0,1,7,20,39,37,68,61,66,71
Clovis ,"Biology, General-040100",0,44,77,154,157,171,189,211,189,183
Clovis ,Business Administration-050500,0,58,69,113,108,134,125,127,141,164
Clovis ,"Business and Commerce, General-050100",0,0,1,0,0,0,0,0,0,0
Clovis ,Business Management-050600,0,2,1,2,2,1,3,2,0,2
Clovis ,"Chemistry, General-190500",0,0,0,0,0,0,1,0,1,9
Clovis ,Child and Adolescent Development-130510,0,0,0,0,0,0,0,7,21,33
Clovis ,Child Development/Early Care and Education-130500,0,13,30,30,44,39,29,95,98,80
Clovis ,Children with Special Needs-130520,0,0,1,0,0,0,0,0,1,0
Clovis ,Commercial Music-100500,0,0,0,0,0,0,0,0,2,5
Clovis ,Computer Information Systems-070200,0,6,4,1,1,1,1,1,1,2
Clovis ,Computer Networking-070810,0,0,1,1,2,5,8,5,11,15
Clovis ,Computer Programming-070710,0,0,0,0,0,0,0,1,5,3
Clovis ,Computer Science (Transfer)-070600,0,5,11,27,23,12,24,45,53,46
Clovis ,Computer Software Development-070700,0,0,0,0,0,0,6,3,5,1
Clovis ,Computer Support-070820,0,0,0,1,0,1,1,1,3,3
Clovis ,Corrections-210510,0,0,0,0,0,0,1,1,0,3
Clovis ,Economics-220400,0,0,4,8,13,17,15,21,19,24
Clovis ,"Engineering, General (requires Calculus) (Transfer)-090100",0,1,1,5,16,11,71,52,53,70
Clovis ,English-150100,0,4,12,15,14,24,18,19,28,18
Clovis ,Environmental Science-030100,0,0,0,0,0,0,1,4,0,2
Clovis ,"Fine Arts, General-100100",0,0,0,0,2,0,6,9,11,16
Clovis ,Food Processing and Related Technologies-011300,0,0,0,10,1,0,0,0,0,0
Clovis ,"Foreign Languages, General-110100",0,0,0,0,0,1,2,0,0,0
Clovis ,Geography-220600,0,0,0,0,0,2,3,3,1,5
Clovis ,"Health Occupations, General-120100",0,0,0,0,0,1,1,0,0,0
Clovis ,History-220500,0,14,17,27,33,24,25,22,16,40
Clovis ,Hospital and Health Care Administration-120200,0,0,0,0,0,0,0,0,2,4
Clovis ,Humanities and Fine Arts-490310,0,1,2,3,5,4,0,5,3,2
Clovis ,Industrial Systems Technology and Maintenance-094500,0,0,0,0,1,2,5,3,6,5
Clovis ,Kinesiology-127000,0,17,29,27,33,29,28,28,15,24
Clovis ,Liberal Studies-490120,0,29,39,127,179,193,167,184,227,257
Clovis ,"Mathematics, General-170100",0,24,28,52,48,37,44,50,55,48
Clovis ,"Nutrition, Foods, and Culinary Arts-130600",0,0,0,0,0,0,0,0,0,1
Clovis ,Occupational Therapy Technology-121800,0,0,0,0,0,0,0,9,17,15
Clovis ,Philosophy-150900,0,1,6,2,5,7,4,0,2,4
Clovis ,Physical Education-083500,0,1,1,1,16,14,27,45,36,39
Clovis ,"Physical Sciences, General-190100",0,0,0,3,4,6,13,6,12,19
Clovis ,"Physics, General-190200",0,11,8,23,19,10,21,13,20,26
Clovis ,Political Science-220700,0,0,6,9,16,20,11,14,15,16
Clovis ,"Psychology, General-200100",0,60,72,97,129,149,158,163,127,126
Clovis ,Sign Language-085000,0,0,0,0,0,0,0,0,0,8
Clovis ,Small Business and Entrepreneurship-050640,0,0,1,0,0,1,3,1,1,3
Clovis ,Social Justice Studies-220130,0,0,0,0,0,0,7,4,4,3
Clovis ,"Social Sciences, General-220100",0,9,10,46,99,105,137,124,148,150
Clovis ,Sociology-220800,0,5,1,5,14,14,37,28,23,20
Clovis ,Spanish-110500,0,0,0,0,2,1,5,0,0,3
Clovis ,Speech Communication-150600,0,37,29,63,64,60,42,64,46,38
Clovis ,The School Age Child-130550,0,0,0,3,15,12,0,0,2,0
Clovis ,Transfer Studies-490110,0,0,0,0,647,748,715,892,753,836
Clovis ,Water and Wastewater Technology-095800,0,0,0,5,4,3,8,5,4,4
Clovis ,Website Design and Development-061430,0,2,0,0,1,1,2,5,4,4
Coastline ,Accounting-050200,69,87,63,43,49,40,51,48,44,53
Coastline ,Administration of Justice-210500,32,31,21,30,32,23,25,15,13,2
Coastline ,American Studies-220120,60,85,121,148,185,160,107,97,100,106
Coastline ,Animation-061440,0,0,0,0,0,0,1,1,2,6
Coastline ,Anthropology-220200,0,0,0,0,0,0,0,0,0,2
Coastline ,Art-100200,0,0,0,0,0,0,0,0,0,3
Coastline ,Biological and Physical Sciences (and Mathematics)-490200,122,153,147,188,183,175,136,112,126,107
Coastline ,"Biology, General-040100",0,0,0,0,0,2,0,3,3,2
Coastline ,Business Administration-050500,694,770,817,681,763,592,432,410,381,295
Coastline ,"Business and Commerce, General-050100",1,3,0,5,5,6,5,4,1,2
Coastline ,Business Management-050600,102,378,175,71,84,72,307,33,40,36
Coastline ,"Chemistry, General-190500",0,0,0,0,0,0,0,0,0,1
Coastline ,Child and Adolescent Development-130510,0,0,0,0,0,1,1,2,2,4
Coastline ,Computer Electronics-093410,1,0,0,0,0,0,0,0,0,0
Coastline ,Computer Graphics and Digital Imagery-061460,4,2,1,2,5,1,0,0,0,0
Coastline ,Computer Information Systems-070200,0,0,0,0,0,0,0,2,7,11
Coastline ,Computer Infrastructure and Support-070800,0,93,67,65,49,46,73,91,81,137
Coastline ,Computer Networking-070810,114,14,20,12,38,59,92,49,17,36
Coastline ,Computer Programming-070710,1,3,0,0,0,0,0,1,2,0
Coastline ,Computer Support-070820,0,0,0,0,0,0,0,0,0,2
Coastline ,Construction Inspection-095720,26,16,5,12,15,11,12,14,31,16
Coastline ,Desktop Publishing-061450,4,0,0,0,0,0,0,0,0,0
Coastline ,Digital Media-061400,0,3,0,0,3,0,3,3,28,5
Coastline ,Economics-220400,17,18,19,14,10,18,28,50,17,50
Coastline ,Educational Aide (Teacher Assistant)-080200,0,0,0,0,3,2,6,0,0,1
Coastline ,Electrical-095220,0,0,0,0,0,0,0,1,0,0
Coastline ,Electronics and Electric Technology-093400,123,128,100,95,88,58,53,44,23,13
Coastline ,English as a Second Language - Integrated-493087,0,0,0,0,0,0,0,0,31,115
Coastline ,English as a Second Language - Listening and Speaking-493086,0,0,0,0,0,0,0,0,4,0
Coastline ,English-150100,6,5,11,1,2,6,6,7,6,5
Coastline ,"Fine Arts, General-100100",3,1,2,3,4,3,8,14,3,4
Coastline ,French-110200,0,0,0,0,0,1,1,0,1,0
Coastline ,General Studies-493000,0,0,0,0,0,0,0,0,0,3
Coastline ,Gerontology-130900,15,12,13,20,5,7,3,3,4,0
Coastline ,Health Education-083700,0,0,0,0,0,0,3,2,2,9
Coastline ,"Health Occupations, General-120100",0,0,0,0,0,0,0,0,0,1
Coastline ,"Health Professions, Transfer Core Curriculum-126000",23,18,24,46,58,41,28,21,13,46
Coastline ,History-220500,4,6,7,7,8,7,13,3,7,12
Coastline ,Hospitality-130700,0,0,0,0,0,0,0,0,0,2
Coastline ,Human Services-210400,25,25,34,18,19,22,26,19,18,7
Coastline ,Humanities and Fine Arts-490310,92,106,105,155,155,115,100,93,108,92
Coastline ,Humanities-490300,17,4,14,11,5,13,5,8,5,7
Coastline ,Industrial and Transportation Security-210530,3,4,12,6,6,7,10,10,18,7
Coastline ,"Information Technology, General-070100",1,0,0,0,0,0,0,0,0,0
Coastline ,International Business and Trade-050800,0,0,0,0,0,0,0,0,0,2
Coastline ,"Liberal Arts and Sciences, General-490100",399,386,383,420,456,350,268,246,274,251
Coastline ,Liberal Studies-490120,1,1,5,4,5,2,8,8,7,3
Coastline ,Logistics and Materials Transportation-051000,100,105,104,105,121,116,150,75,62,53
Coastline ,Management Development and Supervision-050630,283,70,269,312,355,247,7,142,78,54
Coastline ,Marketing and Distribution-050900,0,0,0,0,0,0,0,0,7,47
Coastline ,"Mathematics, General-170100",3,2,4,2,3,5,7,3,5,4
Coastline ,"Nutrition, Foods, and Culinary Arts-130600",0,0,0,0,0,0,0,0,0,1
Coastline ,Office Technology/Office Computer Applications-051400,35,29,40,21,12,9,1,0,0,11
Coastline ,Other Education-089900,0,0,0,0,0,8,0,0,0,1
Coastline ,Other Engineering and Related Industrial Technologies-099900,15,6,39,49,57,30,42,21,139,48
Coastline ,Paralegal-140200,77,62,75,75,58,60,48,51,69,53
Coastline ,Physical Education-083500,9,10,11,27,18,23,15,15,10,7
Coastline ,"Physics, General-190200",0,0,0,0,1,0,0,0,1,0
Coastline ,Political Science-220700,0,0,0,0,0,0,0,0,1,1
Coastline ,"Psychology, General-200100",43,39,47,52,56,63,60,46,45,25
Coastline ,Real Estate-051100,7,5,4,7,5,5,9,12,14,33
Coastline ,Retail Store Operations and Management-050650,1,1,1,2,2,1,0,0,0,0
Coastline ,Small Business and Entrepreneurship-050640,5,3,6,10,5,4,16,4,4,2
Coastline ,Sociology-220800,19,34,40,58,73,71,52,46,72,71
Coastline ,Software Applications-070210,15,7,9,4,9,8,8,14,53,20
Coastline ,Spanish-110500,7,3,3,3,1,1,2,1,2,1
Coastline ,Speech Communication-150600,0,3,5,9,7,9,4,13,6,12
Coastline ,Transfer Studies-490110,56,43,4,2,67,101,68,107,110,107
Coastline ,Unknown-999999,0,0,0,0,0,1,1,1,3,0
Coastline ,Website Design and Development-061430,1,0,1,0,1,1,1,0,4,0
Coastline ,"Zoology, General-040700",0,0,0,0,0,0,0,0,0,2
Columbia ,Accounting-050200,8,4,3,4,11,7,8,5,1,0
Columbia ,Administrative Medical Assisting-120820,0,0,0,0,0,0,0,0,0,9
Columbia ,Anthropology-220200,0,0,0,1,1,3,6,3,2,0
Columbia ,Art-100200,2,1,3,2,3,5,3,4,6,9
Columbia ,Automotive Technology-094800,33,54,47,35,19,12,6,17,8,10
Columbia ,Biological and Physical Sciences (and Mathematics)-490200,3,2,1,4,0,1,8,12,16,27
Columbia ,"Biology, General-040100",4,3,3,1,4,6,5,2,4,3
Columbia ,Business Administration-050500,4,10,6,17,6,12,4,14,14,14
Columbia ,"Business and Commerce, General-050100",7,4,4,7,4,5,2,0,1,5
Columbia ,Business Management-050600,8,6,26,21,14,10,7,1,9,13
Columbia ,"Chemistry, General-190500",0,0,0,0,0,5,5,1,0,3
Columbia ,Child Development/Early Care and Education-130500,30,21,23,20,8,21,21,20,20,24
Columbia ,Computer Information Systems-070200,2,2,2,2,0,0,0,0,1,0
Columbia ,Computer Infrastructure and Support-070800,2,0,0,0,0,0,0,0,0,0
Columbia ,Computer Programming-070710,0,0,0,0,1,2,3,2,6,3
Columbia ,Computer Support-070820,4,0,0,0,0,0,0,0,0,0
Columbia ,Culinary Arts-130630,0,14,7,6,15,25,20,11,27,33
Columbia ,Digital Media-061400,7,1,5,3,1,3,4,4,2,0
Columbia ,Earth Science-193000,1,0,0,0,0,0,0,0,0,0
Columbia ,Economics-220400,0,0,0,0,0,1,2,0,1,2
Columbia ,Educational Technology-086000,0,0,0,3,1,0,2,0,0,0
Columbia ,Emergency Medical Services-125000,2,2,3,5,0,3,3,3,3,1
Columbia ,"Engineering, General (requires Calculus) (Transfer)-090100",0,0,0,0,0,2,2,1,2,4
Columbia ,English as a Second Language - Integrated-493087,0,0,0,0,0,2,1,0,0,0
Columbia ,English-150100,15,18,9,11,6,9,7,2,6,8
Columbia ,Environmental Science-030100,0,1,1,3,0,0,1,0,1,0
Columbia ,Fire Technology-213300,41,19,12,46,57,30,35,42,88,21
Columbia ,Forestry-011400,7,3,12,8,15,26,13,7,17,14
Columbia ,Geographic Information Systems-220610,12,12,8,4,16,16,5,7,16,19
Columbia ,Geology-191400,0,0,1,0,0,0,1,1,0,1
Columbia ,"Health Occupations, General-120100",31,30,34,38,40,48,56,43,47,22
Columbia ,History-220500,1,4,2,3,3,8,2,5,5,2
Columbia ,Hospitality-130700,3,0,0,1,1,0,1,0,0,0
Columbia ,Human Services-210400,1,1,1,5,6,3,1,3,2,7
Columbia ,Humanities and Fine Arts-490310,4,4,6,5,5,5,13,18,18,28
Columbia ,Kinesiology-127000,2,2,5,5,8,8,5,6,6,4
Columbia ,"Liberal Arts and Sciences, General-490100",10,1,8,6,6,20,60,51,81,85
Columbia ,Liberal Studies-490120,67,79,52,62,50,57,21,10,6,6
Columbia ,Lodging Management-130720,0,0,0,0,8,3,0,0,0,0
Columbia ,"Mathematics, General-170100",4,1,3,7,5,12,9,5,8,14
Columbia ,Medical Office Technology-051420,1,0,2,4,3,2,1,0,0,0
Columbia ,Music-100400,4,2,1,1,2,6,5,2,0,1
Columbia ,Natural Resources-011500,15,15,27,14,20,21,16,16,14,16
Columbia ,"Nutrition, Foods, and Culinary Arts-130600",0,0,0,0,0,0,1,0,2,0
Columbia ,Office Technology/Office Computer Applications-051400,3,6,1,2,0,2,3,0,0,0
Columbia ,Photography-101100,0,0,2,1,0,1,0,0,1,0
Columbia ,Physical Education-083500,1,2,1,0,0,0,4,4,0,1
Columbia ,"Physical Sciences, General-190100",3,0,0,1,1,0,2,0,0,0
Columbia ,"Physics, General-190200",0,0,0,0,6,9,6,3,7,10
Columbia ,Political Science-220700,1,2,1,0,1,5,2,3,0,0
Columbia ,"Psychology, General-200100",16,19,12,26,24,28,48,51,33,22
Columbia ,Restaurant and Food Services and Management-130710,10,32,13,9,43,9,18,6,2,6
Columbia ,Retail Store Operations and Management-050650,0,0,0,0,1,0,1,0,0,0
Columbia ,Small Business and Entrepreneurship-050640,10,4,0,5,8,7,2,3,6,1
Columbia ,Sociology-220800,1,2,1,4,9,7,14,7,8,11
Columbia ,Speech Communication-150600,5,6,2,7,3,4,8,0,3,1
Columbia ,Tax Studies-050210,3,1,1,1,1,2,2,0,0,0
Columbia ,Transfer Studies-490110,18,33,17,16,5,26,43,26,50,57
Columbia ,Water and Wastewater Technology-095800,0,0,0,0,8,7,6,2,10,9
Columbia ,Website Design and Development-061430,3,0,0,0,0,0,0,0,0,0
Columbia ,Welding Technology-095650,0,0,0,0,0,3,2,2,4,14
Compton ,Accounting-050200,1,8,4,0,1,0,0,0,0,0
Compton ,Administration of Justice-210500,22,26,38,37,22,18,22,22,34,42
Compton ,Anthropology-220200,0,1,1,1,1,0,0,0,0,0
Compton ,Applied Design-100900,0,1,0,0,0,0,0,0,0,0
Compton ,Architecture and Architectural Technology-020100,0,2,0,0,2,0,0,0,0,0
Compton ,Art-100200,0,1,1,2,5,0,0,1,2,2
Compton ,Automotive Collision Repair-094900,7,13,1,7,8,4,1,9,23,23
Compton ,Automotive Technology-094800,3,26,25,21,15,1,1,24,58,15
Compton ,Biological and Physical Sciences (and Mathematics)-490200,29,33,43,71,94,63,120,106,92,81
Compton ,"Biology, General-040100",1,0,1,1,0,0,0,0,0,0
Compton ,Biotechnology and Biomedical Technology-043000,0,0,0,0,0,0,0,0,0,2
Compton ,Business Administration-050500,0,0,0,44,49,29,31,22,22,26
Compton ,"Business and Commerce, General-050100",20,29,47,1,0,0,0,0,0,0
Compton ,Business Management-050600,7,0,11,2,3,0,0,0,1,1
Compton ,"Chemistry, General-190500",0,0,0,1,2,0,0,0,0,0
Compton ,Child Development/Early Care and Education-130500,51,52,75,50,64,36,32,42,33,20
Compton ,Children with Special Needs-130520,0,0,0,0,0,0,1,1,0,0
Compton ,Commercial Music-100500,0,0,0,0,0,1,1,0,1,5
Compton ,Computer Information Systems-070200,2,2,1,0,1,0,0,12,4,4
Compton ,Computer Science (Transfer)-070600,0,0,0,1,1,0,0,0,0,0
Compton ,Construction Crafts Technology-095200,0,0,0,2,1,0,0,0,0,0
Compton ,Cosmetology and Barbering-300700,1,0,4,13,31,22,0,24,66,72
Compton ,Dance-100800,0,0,1,0,0,0,0,0,0,0
Compton ,Economics-220400,0,0,1,1,0,0,0,0,0,0
Compton ,"Engineering, General (requires Calculus) (Transfer)-090100",0,2,0,1,5,0,0,0,0,0
Compton ,English as a Second Language - Integrated-493087,0,0,0,0,0,0,0,0,0,12
Compton ,English-150100,2,2,3,4,2,2,3,2,0,2
Compton ,Environmental Control Technology-094600,38,75,84,32,50,18,2,5,7,3
Compton ,Ethnic Studies-220300,0,0,0,0,0,0,0,1,0,0
Compton ,Fashion-130300,0,1,0,0,0,0,0,0,0,0
Compton ,Fire Academy-213350,0,0,0,0,1,0,0,0,0,0
Compton ,Fire Technology-213300,1,2,3,1,0,0,0,0,0,0
Compton ,Fitness Trainer-083520,0,0,0,0,0,0,0,1,2,5
Compton ,French-110200,0,0,2,0,0,0,0,0,0,0
Compton ,Geography-220600,0,1,0,0,1,0,0,0,0,0
Compton ,Geology-191400,0,0,0,0,1,0,0,0,0,0
Compton ,"Health Professions, Transfer Core Curriculum-126000",1,0,3,7,14,0,0,0,0,0
Compton ,History-220500,3,1,0,1,4,0,0,2,2,2
Compton ,Humanities and Fine Arts-490310,45,64,32,65,57,41,72,107,134,179
Compton ,Humanities-490300,5,4,4,3,4,5,4,5,3,2
Compton ,Journalism-060200,0,1,1,0,0,0,0,0,0,0
Compton ,Kinesiology-127000,0,0,0,0,4,6,7,2,10,5
Compton ,"Liberal Arts and Sciences, General-490100",83,81,118,169,165,115,152,185,205,249
Compton ,Liberal Studies-490120,3,5,6,21,65,13,30,41,12,16
Compton ,Machining and Machine Tools-095630,2,5,3,1,19,12,0,16,8,7
Compton ,Manufacturing and Industrial Technology-095600,0,0,0,2,0,0,0,0,0,0
Compton ,Marketing and Distribution-050900,0,0,4,1,1,0,0,1,0,0
Compton ,"Mathematics, General-170100",2,4,3,15,16,10,9,3,3,1
Compton ,Music-100400,4,3,2,4,0,0,0,0,0,0
Compton ,Office Technology/Office Computer Applications-051400,2,3,4,2,0,0,0,0,0,0
Compton ,Paralegal-140200,2,1,4,2,2,0,0,0,0,0
Compton ,Philosophy-150900,0,1,0,0,2,0,0,0,0,0
Compton ,Physical Education-083500,2,1,3,4,0,0,0,0,0,0
Compton ,"Physical Sciences, General-190100",1,4,2,3,15,18,17,8,5,5
Compton ,"Physics, General-190200",1,2,0,4,12,7,5,1,0,2
Compton ,Political Science-220700,2,2,2,4,6,4,2,3,1,0
Compton ,"Psychology, General-200100",10,22,30,32,42,24,41,38,22,29
Compton ,Radiologic Technology-122500,0,0,1,0,0,0,0,0,0,0
Compton ,Real Estate-051100,0,0,0,1,0,0,0,0,0,4
Compton ,Registered Nursing-123010,36,45,46,52,55,68,64,57,44,64
Compton ,Respiratory Care/Therapy-121000,2,2,0,0,2,0,0,0,0,0
Compton ,Retail Store Operations and Management-050650,0,0,0,0,1,0,0,0,0,0
Compton ,Sign Language Interpreting-085010,4,2,3,2,0,0,0,0,0,0
Compton ,Sociology-220800,12,15,32,26,37,29,35,27,15,17
Compton ,Spanish-110500,1,4,2,1,4,3,4,4,4,2
Compton ,Special Education-080900,0,0,0,0,0,0,2,1,0,0
Compton ,Speech Communication-150600,6,7,9,17,2,8,6,3,0,3
Compton ,Television (including combined TV/Film/Video)-060420,1,0,3,2,0,0,0,0,0,0
Compton ,The School Age Child-130550,2,4,4,1,2,0,0,0,0,0
Compton ,Transfer Studies-490110,0,0,0,0,0,46,183,225,141,377
Compton ,Vocational ESL-493100,0,0,0,0,0,0,0,0,0,5
Compton ,Welding Technology-095650,3,5,4,5,1,5,0,1,0,3
Contra Costa ,Accounting-050200,6,2,10,6,1,2,10,4,6,2
Contra Costa ,Administration of Justice-210500,18,16,20,53,37,37,29,24,17,18
Contra Costa ,Anthropology-220200,1,1,2,2,2,5,1,3,4,0
Contra Costa ,Art-100200,6,5,0,4,1,10,1,0,2,2
Contra Costa ,Automotive Collision Repair-094900,9,9,4,4,4,6,6,10,13,8
Contra Costa ,Automotive Technology-094800,8,13,25,30,13,12,5,11,25,20
Contra Costa ,Biological and Physical Sciences (and Mathematics)-490200,358,333,311,403,428,432,432,368,507,418
Contra Costa ,"Biology, General-040100",12,12,15,14,24,17,29,11,16,21
Contra Costa ,Biotechnology and Biomedical Technology-043000,11,9,4,9,7,0,2,5,1,5
Contra Costa ,Business Administration-050500,0,0,13,26,34,40,48,38,45,43
Contra Costa ,Business Management-050600,69,74,60,75,59,97,94,68,66,70
Contra Costa ,"Chemistry, General-190500",6,4,1,10,3,18,12,3,15,2
Contra Costa ,Child Development/Early Care and Education-130500,22,29,15,26,21,15,12,42,47,59
Contra Costa ,Computer Infrastructure and Support-070800,4,0,0,0,0,1,0,0,0,0
Contra Costa ,Computer Networking-070810,13,4,28,15,2,4,2,0,1,1
Contra Costa ,Computer Programming-070710,1,0,3,1,0,0,1,1,0,1
Contra Costa ,Computer Science (Transfer)-070600,2,2,3,3,4,2,2,3,4,25
Contra Costa ,Computer Support-070820,10,0,6,6,0,2,0,1,2,4
Contra Costa ,Corrections-210510,11,5,6,3,2,3,5,2,1,0
Contra Costa ,Culinary Arts-130630,27,26,39,19,31,22,13,11,5,7
Contra Costa ,Dental Assistant-124010,1,0,0,0,0,0,2,0,0,0
Contra Costa ,Earth Science-193000,0,0,0,0,0,0,0,0,0,1
Contra Costa ,Economics-220400,3,5,2,15,10,14,4,9,5,7
Contra Costa ,Electronics and Electric Technology-093400,4,6,4,4,0,1,1,0,1,0
Contra Costa ,Emergency Medical Services-125000,0,0,0,2,1,1,1,1,1,2
Contra Costa ,"Engineering, General (requires Calculus) (Transfer)-090100",17,4,3,10,14,11,4,6,3,8
Contra Costa ,English as a Second Language - Intermediate-493080,0,0,0,3,7,0,0,0,2,1
Contra Costa ,English-150100,2,2,3,1,2,3,4,7,4,2
Contra Costa ,Ethnic Studies-220300,6,6,3,16,13,7,9,10,2,0
Contra Costa ,Film Production-061220,2,5,3,1,1,1,1,1,0,1
Contra Costa ,Fitness Trainer-083520,0,0,0,0,1,3,0,1,1,1
